"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"1540";"Евгения";"26";"323283860";"2016";"апрель";
"1541";"Надежда";"24";"323283865";"2016";"апрель";
"1542";"Ирина";"23";"323283873";"2016";"апрель";
"1543";"Марьям";"23";"323283874";"2016";"апрель";
"1544";"Николь";"23";"323283875";"2016";"апрель";
"1545";"Светлана";"23";"323283879";"2016";"апрель";
"1546";"Злата";"22";"323283883";"2016";"апрель";
"1547";"Элина";"22";"323283889";"2016";"апрель";
"1548";"Ангелина";"21";"323283895";"2016";"апрель";
"1549";"Лидия";"21";"323283896";"2016";"апрель";
"1550";"Аделина";"20";"323283901";"2016";"апрель";
"1551";"Дарина";"20";"323283961";"2016";"апрель";
"1552";"Майя";"20";"323283968";"2016";"апрель";
"1553";"Стефания";"19";"323283974";"2016";"апрель";
"1554";"Ясмина";"19";"323283990";"2016";"апрель";
"1555";"Амелия";"18";"323283996";"2016";"апрель";
"1556";"Любовь";"18";"323284003";"2016";"апрель";
"1557";"Марта";"17";"323284011";"2016";"апрель";
"1558";"Нина";"17";"323284015";"2016";"апрель";
"1559";"Ариана";"16";"323284020";"2016";"апрель";
"1560";"Агния";"16";"323284023";"2016";"апрель";
"1561";"Милена";"16";"323284024";"2016";"апрель";
"1562";"Яна";"16";"323284036";"2016";"апрель";
"1563";"Агата";"15";"323284039";"2016";"апрель";
"1564";"Каролина";"15";"323284040";"2016";"апрель";
"1565";"Марина";"15";"323284041";"2016";"апрель";
"1566";"Айлин";"14";"323284052";"2016";"апрель";
"1567";"Зоя";"14";"323284059";"2016";"апрель";
"1568";"Малика";"14";"323284065";"2016";"апрель";
"1569";"Наталья";"14";"323284066";"2016";"апрель";
"1570";"Аиша";"13";"323284067";"2016";"апрель";
"1571";"Олеся";"13";"323284068";"2016";"апрель";
"1572";"Фатима";"13";"323284073";"2016";"апрель";
"1573";"Оливия";"12";"323284074";"2016";"апрель";
"1574";"Ярослава";"12";"323284080";"2016";"апрель";
"1575";"Владислава";"11";"323284089";"2016";"апрель";
"1576";"Марианна";"11";"323284096";"2016";"апрель";
"1577";"Аврора";"10";"323284104";"2016";"апрель";
"1578";"Камилла";"10";"323284105";"2016";"апрель";
"1579";"Карина";"10";"323284106";"2016";"апрель";
"1580";"Мия";"10";"323284107";"2016";"апрель";
"1581";"Наталия";"10";"323284108";"2016";"апрель";
"1582";"Самира";"10";"323284111";"2016";"апрель";
"1583";"Камила";"9";"323284132";"2016";"апрель";
"1584";"Лилия";"9";"323284143";"2016";"апрель";
"1585";"Сабина";"9";"323284154";"2016";"апрель";
"1586";"Алия";"8";"323284156";"2016";"апрель";
"1587";"Амалия";"8";"323284158";"2016";"апрель";
"1588";"Антонина";"8";"323284163";"2016";"апрель";
"1589";"Евдокия";"8";"323284178";"2016";"апрель";
"1590";"Марьяна";"8";"323284187";"2016";"апрель";
"1591";"Пелагея";"8";"323284199";"2016";"апрель";
"1592";"Серафима";"8";"323284211";"2016";"апрель";
"1593";"Анфиса";"7";"323284212";"2016";"апрель";
"1594";"Аглая";"7";"323284213";"2016";"апрель";
"1595";"Альбина";"7";"323284218";"2016";"апрель";
"1596";"Алла";"7";"323284226";"2016";"апрель";
"1597";"Афина";"7";"323284227";"2016";"апрель";
"1598";"Эмма";"7";"323284229";"2016";"апрель";
"1599";"Алеся";"6";"323284230";"2016";"апрель";
"1600";"Василина";"6";"323284231";"2016";"апрель";
"1601";"Виктория";"282";"170907820";"2016";"май";
"1602";"Мария";"257";"170907821";"2016";"май";
"1603";"София";"221";"170907822";"2016";"май";
"1604";"Анастасия";"218";"170907823";"2016";"май";
"1605";"Анна";"206";"170907824";"2016";"май";
"1606";"Елизавета";"198";"170907825";"2016";"май";
"1607";"Алиса";"192";"170907826";"2016";"май";
"1608";"Александра";"182";"170907827";"2016";"май";
"1609";"Полина";"174";"170907828";"2016";"май";
"1610";"Дарья";"172";"170907829";"2016";"май";
"1611";"Екатерина";"145";"323287144";"2016";"май";
"1612";"Варвара";"144";"323287155";"2016";"май";
"1613";"Арина";"134";"323287160";"2016";"май";
"1614";"Ева";"126";"323287168";"2016";"май";
"1615";"Василиса";"123";"323287176";"2016";"май";
"1616";"Ксения";"121";"323287184";"2016";"май";
"1617";"Вероника";"117";"323287192";"2016";"май";
"1618";"Софья";"108";"323287200";"2016";"май";
"1619";"Валерия";"106";"323287206";"2016";"май";
"1620";"Милана";"89";"323287215";"2016";"май";
"1621";"Маргарита";"80";"323287225";"2016";"май";
"1622";"Таисия";"67";"323287234";"2016";"май";
"1623";"Ульяна";"66";"323287243";"2016";"май";
"1624";"Вера";"62";"323287256";"2016";"май";
"1625";"Кира";"62";"323287266";"2016";"май";
"1626";"Майя";"57";"323287275";"2016";"май";
"1627";"Алина";"53";"323287285";"2016";"май";
"1628";"Кристина";"52";"323287292";"2016";"май";
"1629";"Мирослава";"52";"323287301";"2016";"май";
"1630";"Диана";"51";"323287316";"2016";"май";
"1631";"Ольга";"48";"323287324";"2016";"май";
"1632";"Есения";"45";"323287334";"2016";"май";
"1633";"Алёна";"42";"323287346";"2016";"май";
"1634";"Злата";"37";"323287357";"2016";"май";
"1635";"Амина";"36";"323287363";"2016";"май";
"1636";"Татьяна";"35";"323287372";"2016";"май";
"1637";"Евгения";"34";"323287382";"2016";"май";
"1638";"Сафия";"30";"323287391";"2016";"май";
"1639";"Елена";"29";"323287402";"2016";"май";
"1640";"Ника";"27";"323287414";"2016";"май";
"1641";"Юлия";"27";"323287418";"2016";"май";
"1642";"Яна";"27";"323287429";"2016";"май";
"1643";"Эмилия";"25";"323287440";"2016";"май";
"1644";"Ирина";"24";"323287452";"2016";"май";
"1645";"Дарина";"23";"323287461";"2016";"май";
"1646";"Агата";"21";"323287467";"2016";"май";
"1647";"Надежда";"21";"323287476";"2016";"май";
"1648";"Стефания";"21";"323287487";"2016";"май";
"1649";"Светлана";"20";"323287488";"2016";"май";
"1650";"Ангелина";"17";"323287498";"2016";"май";
"1651";"Алия
";"17";"323293272";"2016";"май";
"1652";"Любовь
";"17";"323293273";"2016";"май";
"1653";"Марьям
";"17";"323293274";"2016";"май";
"1654";"Элина
";"17";"323293275";"2016";"май";
"1655";"Ярослава
";"17";"323293276";"2016";"май";
"1656";"Наталья
";"16";"323293277";"2016";"май";
"1657";"Нина
";"16";"323293278";"2016";"май";
"1658";"Фатима
";"16";"323293279";"2016";"май";
"1659";"Аделина
";"15";"323293280";"2016";"май";
"1660";"Зоя
";"15";"323293281";"2016";"май";
"1661";"Карина
";"15";"323293282";"2016";"май";
"1662";"Марина
";"15";"323293283";"2016";"май";
"1663";"Айлин
";"14";"323293284";"2016";"май";
"1664";"Николь
";"14";"323293285";"2016";"май";
"1665";"Оливия
";"14";"323293286";"2016";"май";
"1666";"Лилия
";"13";"323293288";"2016";"май";
"1667";"Малика
";"13";"323293289";"2016";"май";
"1668";"Милена
";"13";"323293290";"2016";"май";
"1669";"Амелия
";"12";"323293291";"2016";"май";
"1670";"Ясмина
";"12";"323293293";"2016";"май";
"1671";"Владислава
";"11";"323293294";"2016";"май";
"1672";"Камила
";"11";"323293295";"2016";"май";
"1673";"Камилла
";"11";"323293296";"2016";"май";
"1674";"Олеся
";"11";"323293297";"2016";"май";
"1675";"Самира
";"11";"323293298";"2016";"май";
"1676";"Аяна
";"10";"323293299";"2016";"май";
"1677";"Евдокия
";"10";"323293300";"2016";"май";
"1678";"Мила
";"10";"323293301";"2016";"май";
"1679";"Мия
";"10";"323293302";"2016";"май";
"1680";"Раяна
";"10";"323293303";"2016";"май";
"1681";"Сабина
";"10";"323293304";"2016";"май";
"1682";"Валентина
";"9";"323293305";"2016";"май";
"1683";"Каролина
";"9";"323293306";"2016";"май";
"1684";"Антонина
";"8";"323293307";"2016";"май";
"1685";"Алла
";"8";"323293308";"2016";"май";
"1686";"Аиша
";"8";"323293310";"2016";"май";
"1687";"Лидия
";"8";"323293311";"2016";"май";
"1688";"Серафима
";"8";"323293312";"2016";"май";
"1689";"Адель
";"7";"323293313";"2016";"май";
"1690";"Ариана
";"7";"323293314";"2016";"май";
"1691";"Арууке
";"7";"323293315";"2016";"май";
"1692";"Марта
";"7";"323293316";"2016";"май";
"1693";"Эвелина
";"7";"323293317";"2016";"май";
"1694";"Ани
";"6";"323293318";"2016";"май";
"1695";"Агния
";"6";"323293319";"2016";"май";
"1696";"Амалия
";"6";"323293320";"2016";"май";
"1697";"Алисия
";"6";"323293321";"2016";"май";
"1698";"Амира
";"6";"323293322";"2016";"май";
"1699";"Василина
";"6";"323293323";"2016";"май";
"1700";"Глафира
";"6";"323293324";"2016";"май";
"1701";"Мария";"283";"171626649";"2016";"июнь";
"1702";"София";"252";"171626650";"2016";"июнь";
"1703";"Виктория";"239";"171626651";"2016";"июнь";
"1704";"Алиса";"236";"171626652";"2016";"июнь";
"1705";"Анна";"227";"171626653";"2016";"июнь";
"1706";"Анастасия";"227";"171626654";"2016";"июнь";
"1707";"Полина";"189";"171626655";"2016";"июнь";
"1708";"Александра";"184";"171626656";"2016";"июнь";
"1709";"Ксения";"178";"171626657";"2016";"июнь";
"1710";"Елизавета";"172";"171626658";"2016";"июнь";
"1711";"Дарья
";"168";"323276919";"2016";"июнь";
"1712";"Варвара
";"158";"323276922";"2016";"июнь";
"1713";"Арина
";"142";"323276923";"2016";"июнь";
"1714";"Екатерина
";"140";"323276924";"2016";"июнь";
"1715";"Василиса
";"129";"323276925";"2016";"июнь";
"1716";"Валерия
";"118";"323276926";"2016";"июнь";
"1717";"Софья
";"114";"323276927";"2016";"июнь";
"1718";"Ева
";"99";"323276928";"2016";"июнь";
"1719";"Милана
";"93";"323276929";"2016";"июнь";
"1720";"Вероника
";"91";"323276930";"2016";"июнь";
"1721";"Таисия
";"83";"323276931";"2016";"июнь";
"1722";"Ульяна
";"77";"323276934";"2016";"июнь";
"1723";"Алёна
";"74";"323276935";"2016";"июнь";
"1724";"Маргарита
";"73";"323276936";"2016";"июнь";
"1725";"Кристина
";"72";"323276937";"2016";"июнь";
"1726";"Кира
";"71";"323276938";"2016";"июнь";
"1727";"Вера
";"66";"323276939";"2016";"июнь";
"1728";"Алина
";"54";"323276940";"2016";"июнь";
"1729";"Мирослава
";"54";"323276941";"2016";"июнь";
"1730";"Есения
";"51";"323276942";"2016";"июнь";
"1731";"Диана
";"50";"323276974";"2016";"июнь";
"1732";"Ольга
";"49";"323276975";"2016";"июнь";
"1733";"Елена
";"47";"323276976";"2016";"июнь";
"1734";"Амина
";"45";"323276977";"2016";"июнь";
"1735";"Юлия
";"45";"323276978";"2016";"июнь";
"1736";"Майя
";"40";"323276979";"2016";"июнь";
"1737";"Сафия
";"40";"323276980";"2016";"июнь";
"1738";"Ирина
";"38";"323276981";"2016";"июнь";
"1739";"Ангелина
";"37";"323276982";"2016";"июнь";
"1740";"Евгения
";"34";"323276983";"2016";"июнь";
"1741";"Татьяна
";"32";"323276984";"2016";"июнь";
"1742";"Яна
";"31";"323276985";"2016";"июнь";
"1743";"Стефания
";"26";"323276986";"2016";"июнь";
"1744";"Агата
";"23";"323276987";"2016";"июнь";
"1745";"Злата
";"23";"323276988";"2016";"июнь";
"1746";"Эмилия
";"23";"323276989";"2016";"июнь";
"1747";"Дарина
";"22";"323276990";"2016";"июнь";
"1748";"Светлана
";"22";"323276991";"2016";"июнь";
"1749";"Аделина
";"21";"323276992";"2016";"июнь";
"1750";"Ника
";"21";"323276993";"2016";"июнь";
"1751";"Ясмина
";"21";"323276994";"2016";"июнь";
"1752";"Надежда
";"20";"323276995";"2016";"июнь";
"1753";"Марианна
";"19";"323276996";"2016";"июнь";
"1754";"Нина
";"19";"323276997";"2016";"июнь";
"1755";"Марьям
";"18";"323276998";"2016";"июнь";
"1756";"Ярослава
";"17";"323276999";"2016";"июнь";
"1757";"Агния
";"16";"323277000";"2016";"июнь";
"1758";"Любовь
";"16";"323277001";"2016";"июнь";
"1759";"Николь
";"16";"323277002";"2016";"июнь";
"1760";"Тамара
";"16";"323277003";"2016";"июнь";
"1761";"Фатима
";"16";"323277004";"2016";"июнь";
"1762";"Оливия
";"15";"323277005";"2016";"июнь";
"1763";"Элина
";"15";"323277006";"2016";"июнь";
"1764";"Ариана
";"14";"323277007";"2016";"июнь";
"1765";"Марина
";"14";"323277008";"2016";"июнь";
"1766";"Милена
";"14";"323277009";"2016";"июнь";
"1767";"Серафима
";"14";"323277010";"2016";"июнь";
"1768";"Амелия
";"12";"323277011";"2016";"июнь";
"1769";"Лидия
";"12";"323277012";"2016";"июнь";
"1770";"Малика
";"12";"323277013";"2016";"июнь";
"1771";"Мира
";"12";"323277014";"2016";"июнь";
"1772";"Алисия
";"11";"323277015";"2016";"июнь";
"1773";"Камилла
";"11";"323277017";"2016";"июнь";
"1774";"Лилия
";"11";"323277018";"2016";"июнь";
"1775";"Наталья
";"11";"323277019";"2016";"июнь";
"1776";"Карина
";"10";"323277020";"2016";"июнь";
"1777";"Мадина
";"10";"323277021";"2016";"июнь";
"1778";"Марьяна
";"10";"323277022";"2016";"июнь";
"1779";"Олеся
";"10";"323277023";"2016";"июнь";
"1780";"Сабина
";"10";"323277024";"2016";"июнь";
"1781";"Аврора
";"9";"323277025";"2016";"июнь";
"1782";"Аиша
";"9";"323277026";"2016";"июнь";
"1783";"Альбина
";"9";"323277027";"2016";"июнь";
"1784";"Алия
";"9";"323277028";"2016";"июнь";
"1785";"Антонина
";"9";"323277029";"2016";"июнь";
"1786";"Лия
";"9";"323277030";"2016";"июнь";
"1787";"Мия
";"9";"323277031";"2016";"июнь";
"1788";"Нелли
";"9";"323277032";"2016";"июнь";
"1789";"Эвелина
";"9";"323277033";"2016";"июнь";
"1790";"Анжелика
";"8";"323277034";"2016";"июнь";
"1791";"Амалия
";"8";"323277035";"2016";"июнь";
"1792";"Зоя
";"8";"323277036";"2016";"июнь";
"1793";"Каролина
";"8";"323277037";"2016";"июнь";
"1794";"Сумая
";"8";"323277038";"2016";"июнь";
"1795";"Эмма
";"8";"323277039";"2016";"июнь";
"1796";"Амира
";"7";"323277040";"2016";"июнь";
"1797";"Валентина
";"7";"323277041";"2016";"июнь";
"1798";"Владислава
";"7";"323277042";"2016";"июнь";
"1799";"Дана
";"7";"323277043";"2016";"июнь";
"1800";"Евдокия
";"7";"323277044";"2016";"июнь";
"1801";"Мария";"266";"272397838";"2016";"июль";
"1802";"Анна";"242";"272397839";"2016";"июль";
"1803";"Виктория";"238";"272397842";"2016";"июль";
"1804";"Анастасия";"219";"272397843";"2016";"июль";
"1805";"София";"217";"272397844";"2016";"июль";
"1806";"Алиса";"203";"272397845";"2016";"июль";
"1807";"Александра";"199";"272397846";"2016";"июль";
"1808";"Полина";"193";"272397847";"2016";"июль";
"1809";"Дарья";"171";"272397848";"2016";"июль";
"1810";"Елизавета";"169";"272397849";"2016";"июль";
"1811";"Екатерина
";"157";"284582964";"2016";"июль";
"1812";"Арина
";"152";"284582965";"2016";"июль";
"1813";"Варвара
";"146";"284582966";"2016";"июль";
"1814";"Вероника
";"141";"284582967";"2016";"июль";
"1815";"Валерия
";"127";"284582968";"2016";"июль";
"1816";"Софья
";"126";"284582969";"2016";"июль";
"1817";"Ксения
";"122";"284582970";"2016";"июль";
"1818";"Василиса
";"118";"284582971";"2016";"июль";
"1819";"Ева
";"92";"284582972";"2016";"июль";
"1820";"Милана
";"92";"284582973";"2016";"июль";
"1821";"Ульяна
";"90";"284582974";"2016";"июль";
"1822";"Кира
";"74";"284582975";"2016";"июль";
"1823";"Алёна
";"70";"284582976";"2016";"июль";
"1824";"Кристина
";"64";"284582977";"2016";"июль";
"1825";"Юлия
";"63";"284582978";"2016";"июль";
"1826";"Алина
";"62";"284582979";"2016";"июль";
"1827";"Вера
";"60";"284582981";"2016";"июль";
"1828";"Диана
";"59";"284582984";"2016";"июль";
"1829";"Ольга
";"57";"284582985";"2016";"июль";
"1830";"Маргарита
";"53";"284582986";"2016";"июль";
"1831";"Таисия
";"49";"284582987";"2016";"июль";
"1832";"Ангелина
";"48";"284582989";"2016";"июль";
"1833";"Есения
";"45";"284582993";"2016";"июль";
"1834";"Мирослава
";"45";"284582995";"2016";"июль";
"1835";"Амина
";"44";"284582996";"2016";"июль";
"1836";"Евгения
";"39";"284582998";"2016";"июль";
"1837";"Татьяна
";"39";"284583000";"2016";"июль";
"1838";"Яна
";"37";"284583001";"2016";"июль";
"1839";"Майя
";"33";"284583002";"2016";"июль";
"1840";"Эмилия
";"33";"284583003";"2016";"июль";
"1841";"Елена
";"29";"284583004";"2016";"июль";
"1842";"Марина
";"28";"284583010";"2016";"июль";
"1843";"Ирина
";"27";"284583017";"2016";"июль";
"1844";"Сафия
";"25";"284583020";"2016";"июль";
"1845";"Стефания
";"24";"284583022";"2016";"июль";
"1846";"Агата
";"23";"284583138";"2016";"июль";
"1847";"Дарина
";"23";"284583158";"2016";"июль";
"1848";"Злата
";"23";"284583171";"2016";"июль";
"1849";"Милена
";"23";"284583185";"2016";"июль";
"1850";"Надежда
";"23";"284583199";"2016";"июль";
"1851";"Ясмина
";"22";"284583216";"2016";"июль";
"1852";"Олеся
";"21";"284583234";"2016";"июль";
"1853";"Марьям
";"20";"284583250";"2016";"июль";
"1854";"Николь
";"18";"284583266";"2016";"июль";
"1855";"Аиша
";"17";"284583283";"2016";"июль";
"1856";"Аделина
";"17";"284583301";"2016";"июль";
"1857";"Лилия
";"17";"284583351";"2016";"июль";
"1858";"Нина
";"17";"284583373";"2016";"июль";
"1859";"Элина
";"17";"284583391";"2016";"июль";
"1860";"Амелия
";"16";"284583706";"2016";"июль";
"1861";"Амира
";"16";"284583732";"2016";"июль";
"1862";"Антонина
";"14";"284584824";"2016";"июль";
"1863";"Марта
";"14";"284584826";"2016";"июль";
"1864";"Агния
";"13";"284584828";"2016";"июль";
"1865";"Ариана
";"13";"284584830";"2016";"июль";
"1866";"Асия
";"13";"284584832";"2016";"июль";
"1867";"Лидия
";"13";"284584833";"2016";"июль";
"1868";"Наталья
";"13";"284584834";"2016";"июль";
"1869";"Сабина
";"13";"284584835";"2016";"июль";
"1870";"Серафима
";"13";"284584836";"2016";"июль";
"1871";"Алия
";"12";"284584837";"2016";"июль";
"1872";"Валентина
";"17";"284584838";"2016";"июль";
"1873";"Владислава
";"12";"284584839";"2016";"июль";
"1874";"Зоя
";"12";"284584840";"2016";"июль";
"1875";"Мадина
";"12";"284584841";"2016";"июль";
"1876";"Самира
";"12";"284584842";"2016";"июль";
"1877";"Светлана
";"12";"284584843";"2016";"июль";
"1878";"Эвелина
";"12";"284584844";"2016";"июль";
"1879";"Юлиана
";"12";"284584846";"2016";"июль";
"1880";"Камилла
";"11";"284584848";"2016";"июль";
"1881";"Ника
";"11";"284584849";"2016";"июль";
"1882";"Пелагея
";"11";"284584850";"2016";"июль";
"1883";"Ярослава
";"11";"284584851";"2016";"июль";
"1884";"Карина
";"10";"284584852";"2016";"июль";
"1885";"Каролина
";"10";"284584853";"2016";"июль";
"1886";"Оливия
";"10";"284584854";"2016";"июль";
"1887";"Фатима
";"10";"284584855";"2016";"июль";
"1888";"Аниса
";"9";"284584856";"2016";"июль";
"1889";"Алисия
";"9";"284584857";"2016";"июль";
"1890";"Лея
";"9";"284584858";"2016";"июль";
"1891";"Марианна
";"9";"284584861";"2016";"июль";
"1892";"Медина
";"9";"284584862";"2016";"июль";
"1893";"Мира
";"9";"284584863";"2016";"июль";
"1894";"Мия
";"9";"284584864";"2016";"июль";
"1895";"Аглая
";"8";"284584865";"2016";"июль";
"1896";"Альбина
";"8";"284584866";"2016";"июль";
"1897";"Евангелина
";"8";"284584869";"2016";"июль";
"1898";"Любовь
";"8";"284584870";"2016";"июль";
"1899";"Малика
";"8";"284584871";"2016";"июль";
"1900";"Марьяна
";"8";"284584877";"2016";"июль";
"1901";"Мария";"260";"273024750";"2016";"август";
"1902";"Анна";"256";"273024752";"2016";"август";
"1903";"София";"249";"273024755";"2016";"август";
"1904";"Анастасия";"222";"273024757";"2016";"август";
"1905";"Виктория";"219";"273024758";"2016";"август";
"1906";"Алиса";"203";"273025437";"2016";"август";
"1907";"Полина";"199";"273025438";"2016";"август";
"1908";"Дарья";"192";"273025439";"2016";"август";
"1909";"Александра";"185";"273025440";"2016";"август";
"1910";"Елизавета";"177";"273025441";"2016";"август";
"1911";"Екатерина
";"176";"284566525";"2016";"август";
"1912";"Арина
";"163";"284566558";"2016";"август";
"1913";"Варвара
";"158";"284566603";"2016";"август";
"1914";"Ксения
";"148";"284566641";"2016";"август";
"1915";"Ева
";"140";"284566666";"2016";"август";
"1916";"Вероника
";"127";"284566692";"2016";"август";
"1917";"Василиса
";"122";"284566729";"2016";"август";
"1918";"Милана
";"102";"284566836";"2016";"август";
"1919";"Софья
";"101";"284566876";"2016";"август";
"1920";"Валерия
";"100";"284566905";"2016";"август";
"1921";"Ульяна
";"92";"284566932";"2016";"август";
"1922";"Маргарита
";"84";"284566973";"2016";"август";
"1923";"Вера
";"74";"284567031";"2016";"август";
"1924";"Кира
";"74";"284567077";"2016";"август";
"1925";"Кристина
";"72";"284567111";"2016";"август";
"1926";"Юлия
";"69";"284567145";"2016";"август";
"1927";"Алина
";"66";"284567178";"2016";"август";
"1928";"Алёна
";"63";"284567208";"2016";"август";
"1929";"Мирослава
";"60";"284567250";"2016";"август";
"1930";"Ольга
";"58";"284567283";"2016";"август";
"1931";"Таисия
";"55";"284567340";"2016";"август";
"1932";"Диана
";"50";"284567371";"2016";"август";
"1933";"Яна
";"47";"284567418";"2016";"август";
"1934";"Ангелина
";"46";"284567453";"2016";"август";
"1935";"Есения
";"43";"284567470";"2016";"август";
"1936";"Амина
";"39";"284567493";"2016";"август";
"1937";"Татьяна
";"35";"284582823";"2016";"август";
"1938";"Злата
";"32";"284582824";"2016";"август";
"1939";"Эмилия
";"32";"284582825";"2016";"август";
"1940";"Майя
";"31";"284582826";"2016";"август";
"1941";"Стефания
";"31";"284582827";"2016";"август";
"1942";"Ника
";"30";"284582828";"2016";"август";
"1943";"Елена
";"28";"284582829";"2016";"август";
"1944";"Ирина
";"28";"284582830";"2016";"август";
"1945";"Евгения
";"26";"284582831";"2016";"август";
"1946";"Элина
";"26";"284582832";"2016";"август";
"1947";"Сафия
";"25";"284582833";"2016";"август";
"1948";"Аделина
";"22";"284582834";"2016";"август";
"1949";"Агата
";"22";"284582835";"2016";"август";
"1950";"Милена
";"22";"284582836";"2016";"август";
"1951";"Серафима
";"22";"284582837";"2016";"август";
"1952";"Ярослава
";"22";"284582838";"2016";"август";
"1953";"Ясмина
";"22";"284582839";"2016";"август";
"1954";"Дарина
";"21";"284582840";"2016";"август";
"1955";"Светлана
";"21";"284582841";"2016";"август";
"1956";"Зоя
";"20";"284582842";"2016";"август";
"1957";"Марина
";"20";"284582843";"2016";"август";
"1958";"Нина
";"20";"284582844";"2016";"август";
"1959";"Амелия
";"18";"284582845";"2016";"август";
"1960";"Оливия
";"18";"284582846";"2016";"август";
"1961";"Лидия
";"17";"284582847";"2016";"август";
"1962";"Ариана
";"16";"284582848";"2016";"август";
"1963";"Марьям
";"16";"284582849";"2016";"август";
"1964";"Надежда
";"16";"284582850";"2016";"август";
"1965";"Алия
";"14";"284582851";"2016";"август";
"1966";"Айлин
";"14";"284582852";"2016";"август";
"1967";"Малика
";"14";"284582853";"2016";"август";
"1968";"Николь
";"14";"284582854";"2016";"август";
"1969";"Самира
";"14";"284582855";"2016";"август";
"1970";"Агния
";"13";"284582856";"2016";"август";
"1971";"Валентина
";"13";"284582857";"2016";"август";
"1972";"Владислава
";"13";"284582858";"2016";"август";
"1973";"Евдокия
";"13";"284582859";"2016";"август";
"1974";"Наталья
";"13";"284582860";"2016";"август";
"1975";"Камилла
";"12";"284582861";"2016";"август";
"1976";"Карина
";"12";"284582862";"2016";"август";
"1977";"Любовь
";"12";"284582863";"2016";"август";
"1978";"Фатима
";"12";"284582864";"2016";"август";
"1979";"Антонина
";"11";"284582865";"2016";"август";
"1980";"Мадина
";"11";"284582866";"2016";"август";
"1981";"Марианна
";"11";"284582867";"2016";"август";
"1982";"Мира
";"11";"284582868";"2016";"август";
"1983";"Арууке
";"10";"284582869";"2016";"август";
"1984";"Юлиана
";"10";"284582870";"2016";"август";
"1985";"Аиша
";"9";"284582871";"2016";"август";
"1986";"Аглая
";"9";"284582872";"2016";"август";
"1987";"Амира
";"9";"284582873";"2016";"август";
"1988";"Дана
";"9";"284582874";"2016";"август";
"1989";"Евангелина
";"9";"284582875";"2016";"август";
"1990";"Каролина
";"9";"284582876";"2016";"август";
"1991";"Лея
";"9";"284582877";"2016";"август";
"1992";"Марьяна
";"9";"284582878";"2016";"август";
"1993";"Мила
";"9";"284582879";"2016";"август";
"1994";"Олеся
";"9";"284582880";"2016";"август";
"1995";"Пелагея
";"9";"284582881";"2016";"август";
"1996";"Раяна
";"9";"284582882";"2016";"август";
"1997";"Эвелина
";"9";"284582883";"2016";"август";
"1998";"Анисия
";"8";"284582884";"2016";"август";
"1999";"Анфиса
";"8";"284582885";"2016";"август";
"2000";"Камила
";"8";"284582886";"2016";"август";
"2001";"Мария";"303";"279024323";"2016";"сентябрь";
"2002";"София";"257";"279024341";"2016";"сентябрь";
"2003";"Виктория";"207";"279024356";"2016";"сентябрь";
"2004";"Анна";"198";"279024368";"2016";"сентябрь";
"2005";"Полина";"197";"279024380";"2016";"сентябрь";
"2006";"Елизавета";"189";"279024398";"2016";"сентябрь";
"2007";"Анастасия";"183";"279024411";"2016";"сентябрь";
"2008";"Алиса";"168";"279024595";"2016";"сентябрь";
"2009";"Арина";"158";"279024607";"2016";"сентябрь";
"2010";"Дарья";"153";"279024622";"2016";"сентябрь";
"2011";"Александра
";"141";"284553963";"2016";"сентябрь";
"2012";"Ксения
";"139";"284556036";"2016";"сентябрь";
"2013";"Варвара
";"137";"284556037";"2016";"сентябрь";
"2014";"Екатерина
";"132";"284556038";"2016";"сентябрь";
"2015";"Василиса
";"126";"284556039";"2016";"сентябрь";
"2016";"Софья
";"110";"284556040";"2016";"сентябрь";
"2017";"Ева
";"108";"284556041";"2016";"сентябрь";
"2018";"Вероника
";"106";"284556042";"2016";"сентябрь";
"2019";"Валерия
";"90";"284556043";"2016";"сентябрь";
"2020";"Вера
";"83";"284556044";"2016";"сентябрь";
"2021";"Милана
";"73";"284556045";"2016";"сентябрь";
"2022";"Ульяна
";"67";"284556046";"2016";"сентябрь";
"2023";"Таисия
";"62";"284556047";"2016";"сентябрь";
"2024";"Маргарита
";"57";"284556048";"2016";"сентябрь";
"2025";"Кира
";"55";"284556049";"2016";"сентябрь";
"2026";"Кристина
";"55";"284556050";"2016";"сентябрь";
"2027";"Диана
";"50";"284556051";"2016";"сентябрь";
"2028";"Алёна
";"47";"284556052";"2016";"сентябрь";
"2029";"Алина
";"44";"284556053";"2016";"сентябрь";
"2030";"Есения
";"41";"284556054";"2016";"сентябрь";
"2031";"Мирослава
";"41";"284556055";"2016";"сентябрь";
"2032";"Юлия
";"41";"284556056";"2016";"сентябрь";
"2033";"Амина
";"39";"284556057";"2016";"сентябрь";
"2034";"Ольга
";"35";"284556058";"2016";"сентябрь";
"2035";"Евгения
";"33";"284556059";"2016";"сентябрь";
"2036";"Яна
";"33";"284556060";"2016";"сентябрь";
"2037";"Ангелина
";"31";"284556061";"2016";"сентябрь";
"2038";"Злата
";"30";"284556062";"2016";"сентябрь";
"2039";"Стефания
";"29";"284556063";"2016";"сентябрь";
"2040";"Майя
";"26";"284556064";"2016";"сентябрь";
"2041";"Ника
";"23";"284556065";"2016";"сентябрь";
"2042";"Татьяна
";"23";"284556066";"2016";"сентябрь";
"2043";"Эмилия
";"23";"284556067";"2016";"сентябрь";
"2044";"Елена
";"22";"284556068";"2016";"сентябрь";
